Lead_Origin,Lead Source,Converted,Total_Visits,Total_Time_Website,Page_Views_Per_Visit,Last_Activity,Current_Occupation,Lead_Quality,Activity_Index,Profile_Index,Free_Copy
Landing Page Submission,Google,1,3,1015,3,Olark Chat Conversation,Unemployed,3,2,3,No
Landing Page Submission,Direct Traffic,0,2,61,2,SMS Sent,Unemployed,3,2,3,Yes
API,Google,1,2,1122,2,SMS Sent,Unemployed,3,2,2,No
API,Google,1,2,1465,2,SMS Sent,Unemployed,3,2,2,No
API,Google,1,2,1261,1,SMS Sent,Unemployed,3,3,2,No
Lead Add Form,Reference,1,0,0,0,SMS Sent,Unemployed,4,2,3,No
Lead Add Form,Reference,1,0,0,0,Email Opened,Unemployed,5,2,3,No
Landing Page Submission,Direct Traffic,0,3,431,3,Email Opened,Unemployed,2,2,2,No
API,Google,1,2,67,2,SMS Sent,Unemployed,3,2,2,No
Landing Page Submission,Direct Traffic,0,2,1119,2,Email Opened,Unemployed,1,3,3,Yes
Landing Page Submission,Organic Search,1,13,954,4.33,Olark Chat Conversation,Unemployed,3,3,3,Yes
API,Olark Chat,1,0,0,0,SMS Sent,Unemployed,3,3,2,No
Landing Page Submission,Direct Traffic,0,3,286,3,Olark Chat Conversation,Unemployed,3,2,2,Yes
Landing Page Submission,Direct Traffic,1,6,721,1.5,Olark Chat Conversation,Unemployed,5,2,3,Yes
API,Olark Chat,1,0,0,0,Email Opened,Unemployed,3,2,2,No
API,Olark Chat,1,6,1094,2,SMS Sent,Unemployed,3,2,2,Yes
Lead Add Form,Reference,1,1,790,1,SMS Sent,Unemployed,4,2,3,No
Landing Page Submission,Direct Traffic,0,6,15,6,SMS Sent,Unemployed,3,1,3,Yes
Landing Page Submission,Google,0,4,99,4,Others,Unemployed,3,1,3,No
Landing Page Submission,Google,1,9,1339,3,Others,Working Professional,4,2,3,Yes
Lead Add Form,Reference,1,0,0,0,SMS Sent,Working Professional,4,2,3,No
API,Organic Search,0,7,1379,3.5,Email Opened,Unemployed,3,2,2,No
Landing Page Submission,Organic Search,1,9,986,9,SMS Sent,Unemployed,4,2,3,Yes
API,Google,0,3,1152,3,Others,Unemployed,3,2,2,No
Lead Add Form,Reference,1,0,0,0,SMS Sent,Working Professional,4,2,3,No
Landing Page Submission,Google,1,3,1283,3,SMS Sent,Unemployed,4,2,3,No
Lead Add Form,Reference,1,0,0,0,SMS Sent,Working Professional,4,2,3,No
Lead Add Form,Reference,1,0,0,0,SMS Sent,Working Professional,4,2,3,No
Landing Page Submission,Direct Traffic,0,2,124,2,SMS Sent,Unemployed,1,2,3,No
Lead Add Form,Reference,1,0,0,0,SMS Sent,Working Professional,4,2,3,No
Lead Add Form,Reference,1,0,0,0,SMS Sent,Working Professional,4,2,3,No
Landing Page Submission,Google,1,3,1191,3,Email Opened,Unemployed,2,2,3,No
Lead Add Form,Reference,0,0,0,0,Email Opened,Working Professional,4,2,3,No
API,Direct Traffic,0,3,94,3,Others,Unemployed,3,2,2,No
Lead Add Form,Reference,1,0,0,0,Others,Working Professional,5,2,3,No
Landing Page Submission,Direct Traffic,0,2,289,2,SMS Sent,Unemployed,4,2,3,No
API,Organic Search,1,2,306,1,SMS Sent,Unemployed,3,2,2,No
Lead Add Form,Reference,1,0,0,0,Email Opened,Unemployed,4,2,3,No
Lead Add Form,Reference,1,0,0,0,SMS Sent,Working Professional,4,2,3,No
Lead Add Form,Reference,1,0,0,0,SMS Sent,Unemployed,4,2,3,No
Lead Add Form,Reference,1,0,0,0,SMS Sent,Working Professional,4,2,3,No
Lead Add Form,Reference,1,0,0,0,SMS Sent,Working Professional,4,2,2,No
Lead Add Form,Reference,0,0,0,0,Page Visited on Website,Unemployed,4,2,3,No
Lead Add Form,Reference,1,0,0,0,SMS Sent,Working Professional,4,2,3,No
Lead Add Form,Others,1,0,0,0,SMS Sent,Unemployed,3,2,2,No
Lead Add Form,Reference,1,0,0,0,SMS Sent,Unemployed,4,2,3,No
Lead Add Form,Reference,1,0,0,0,SMS Sent,Working Professional,5,2,3,No
Lead Add Form,Reference,1,0,0,0,Email Opened,Working Professional,4,2,3,No
Landing Page Submission,Direct Traffic,1,1,1463,1,Others,Unemployed,4,2,3,Yes
Landing Page Submission,Organic Search,0,7,166,7,Others,Unemployed,3,1,2,Yes
Lead Add Form,Reference,1,0,0,0,SMS Sent,Unemployed,4,2,3,No
Lead Add Form,Reference,1,1,1486,1,Page Visited on Website,Unemployed,4,2,3,No
Lead Add Form,Reference,1,0,0,0,Email Opened,Working Professional,4,2,3,No
Lead Add Form,Reference,1,0,0,0,SMS Sent,Working Professional,4,2,3,No
Lead Add Form,Reference,1,0,0,0,SMS Sent,Working Professional,4,2,3,No
Lead Add Form,Reference,1,0,0,0,SMS Sent,Working Professional,4,2,3,No
Landing Page Submission,Organic Search,0,11,378,3.67,Page Visited on Website,Unemployed,3,2,2,No
Lead Add Form,Others,1,0,0,0,Email Opened,Working Professional,4,2,2,No
API,Organic Search,1,2,1064,2,SMS Sent,Unemployed,3,2,2,No
Landing Page Submission,Direct Traffic,0,3,1077,3,Email Opened,Unemployed,3,2,2,No
Landing Page Submission,Google,1,4,794,4,SMS Sent,Unemployed,4,2,3,No
Lead Add Form,Reference,1,0,0,0,SMS Sent,Working Professional,4,2,3,No
Lead Add Form,Reference,1,0,0,0,Email Opened,Working Professional,4,2,3,No
API,Google,1,13,1725,3.25,Email Opened,Unemployed,3,2,2,No
Lead Add Form,Reference,1,0,0,0,SMS Sent,Working Professional,4,2,3,No
API,Olark Chat,0,0,0,0,Others,Unemployed,3,2,2,No
Lead Add Form,Others,1,0,0,0,Email Opened,Unemployed,4,2,3,No
Lead Add Form,Reference,1,0,0,0,Page Visited on Website,Working Professional,5,2,3,No
Landing Page Submission,Google,0,5,1230,5,SMS Sent,Unemployed,4,2,2,No
Lead Add Form,Reference,1,0,0,0,SMS Sent,Working Professional,4,2,3,No
Lead Add Form,Reference,1,0,0,0,SMS Sent,Working Professional,4,2,3,No
Lead Add Form,Reference,1,0,0,0,Others,Unemployed,4,2,3,No
Landing Page Submission,Direct Traffic,1,1,1102,1,Others,Working Professional,2,2,3,Yes
Lead Add Form,Reference,1,0,0,0,SMS Sent,Working Professional,4,2,3,No
Lead Add Form,Reference,1,0,0,0,SMS Sent,Working Professional,4,2,3,No
Landing Page Submission,Direct Traffic,0,5,1399,1.67,Page Visited on Website,Unemployed,1,2,2,Yes
Lead Add Form,Reference,1,0,0,0,Email Opened,Working Professional,4,2,3,No
Landing Page Submission,Direct Traffic,0,3,451,3,SMS Sent,Unemployed,3,2,3,Yes
Lead Add Form,Reference,1,0,0,0,Email Opened,Working Professional,4,2,3,No
Lead Add Form,Others,1,0,0,0,SMS Sent,Working Professional,4,2,3,No
Lead Add Form,Others,1,1,1232,1,Page Visited on Website,Unemployed,4,3,3,No
Landing Page Submission,Direct Traffic,0,3,15,3,Email Opened,Unemployed,3,2,2,Yes
Landing Page Submission,Direct Traffic,0,2,365,2,Others,Unemployed,1,2,2,Yes
API,Direct Traffic,1,4,1761,4,SMS Sent,Unemployed,3,3,2,No
Landing Page Submission,Organic Search,0,6,453,6,SMS Sent,Unemployed,3,2,2,Yes
API,Olark Chat,0,11,8,1.38,Email Opened,Unemployed,3,2,2,Yes
API,Olark Chat,0,0,0,0,Olark Chat Conversation,Unemployed,3,2,2,No
API,Olark Chat,0,0,0,0,SMS Sent,Unemployed,3,2,2,No
Landing Page Submission,Direct Traffic,0,2,2,2,Others,Unemployed,3,1,3,Yes
Landing Page Submission,Google,0,3,60,3,Others,Unemployed,3,1,3,No
Landing Page Submission,Direct Traffic,0,6,147,6,Email Opened,Unemployed,3,2,2,No
Landing Page Submission,Organic Search,0,3,491,3,SMS Sent,Unemployed,3,2,3,No
API,Google,0,2,726,2,Email Opened,Unemployed,3,2,2,No
Landing Page Submission,Direct Traffic,0,2,165,2,Others,Unemployed,3,2,3,No
Landing Page Submission,Others,0,3,605,3,Email Opened,Working Professional,2,2,1,Yes
API,Google,0,2,36,2,Email Opened,Unemployed,3,2,2,No
Landing Page Submission,Direct Traffic,0,1,55,1,Others,Unemployed,1,3,3,Yes
API,Olark Chat,0,0,0,0,Email Opened,Unemployed,3,2,2,No
Landing Page Submission,Organic Search,0,4,345,4,Email Opened,Unemployed,2,1,2,Yes
Landing Page Submission,Direct Traffic,1,2,70,2,Others,Unemployed,2,2,2,Yes
Landing Page Submission,Direct Traffic,0,2,158,2,SMS Sent,Unemployed,3,2,3,Yes
Landing Page Submission,Organic Search,1,14,1822,7,SMS Sent,Unemployed,3,3,3,Yes
Landing Page Submission,Direct Traffic,0,1,109,1,Others,Unemployed,3,3,3,Yes
Landing Page Submission,Direct Traffic,0,1,100,1,Others,Unemployed,3,2,2,No
Landing Page Submission,Direct Traffic,0,2,24,2,SMS Sent,Unemployed,3,2,3,Yes
Landing Page Submission,Organic Search,0,4,203,4,Others,Unemployed,1,2,3,Yes
Landing Page Submission,Direct Traffic,0,2,228,2,Others,Unemployed,3,1,2,Yes
Landing Page Submission,Direct Traffic,0,5,210,2.5,Email Opened,Unemployed,3,1,3,Yes
API,Olark Chat,1,0,0,0,Email Opened,Unemployed,2,2,2,No
Landing Page Submission,Direct Traffic,0,2,465,2,Email Opened,Unemployed,1,2,3,Yes
Landing Page Submission,Organic Search,0,4,367,4,SMS Sent,Unemployed,3,2,3,Yes
Landing Page Submission,Direct Traffic,0,2,886,2,SMS Sent,Unemployed,4,2,3,No
Landing Page Submission,Google,1,4,692,4,Email Opened,Unemployed,2,2,3,No
API,Organic Search,0,6,94,6,Others,Unemployed,3,1,2,No
Landing Page Submission,Organic Search,0,13,246,6.5,SMS Sent,Unemployed,3,3,2,Yes
Landing Page Submission,Google,0,4,166,4,SMS Sent,Unemployed,3,2,2,No
Landing Page Submission,Direct Traffic,0,5,286,5,Page Visited on Website,Unemployed,4,1,3,Yes
Landing Page Submission,Direct Traffic,1,7,1100,2.33,Olark Chat Conversation,Unemployed,3,3,2,Yes
Lead Add Form,Reference,0,0,0,0,SMS Sent,Unemployed,3,2,3,No
Landing Page Submission,Google,1,4,1269,2,Others,Working Professional,5,2,3,No
Lead Add Form,Reference,0,0,0,0,SMS Sent,Unemployed,3,2,3,No
API,Google,1,2,783,2,Email Opened,Unemployed,3,2,2,No
API,Organic Search,0,2,348,1,Olark Chat Conversation,Unemployed,3,2,2,No
Landing Page Submission,Google,1,3,1029,3,SMS Sent,Unemployed,4,2,3,No
Landing Page Submission,Google,0,6,617,6,SMS Sent,Unemployed,3,2,3,Yes
Lead Add Form,Reference,0,0,0,0,SMS Sent,Unemployed,3,2,3,No
Lead Add Form,Reference,0,0,0,0,SMS Sent,Unemployed,3,2,3,No
Landing Page Submission,Direct Traffic,0,1,40,1,Others,Unemployed,1,2,3,Yes
Lead Add Form,Reference,0,0,0,0,SMS Sent,Unemployed,3,2,3,No
Landing Page Submission,Google,1,3,1396,3,SMS Sent,Unemployed,4,2,3,No
API,Organic Search,0,2,35,1,Olark Chat Conversation,Unemployed,3,2,2,No
Lead Add Form,Reference,0,0,0,0,SMS Sent,Unemployed,3,2,3,No
Landing Page Submission,Direct Traffic,0,4,62,4,Email Opened,Unemployed,1,1,3,No
Landing Page Submission,Organic Search,1,19,265,3.8,Others,Unemployed,5,2,3,No
Lead Add Form,Reference,0,0,0,0,SMS Sent,Unemployed,3,2,3,No
Lead Add Form,Reference,0,0,0,0,Email Opened,Unemployed,3,2,3,No
Landing Page Submission,Direct Traffic,0,2,909,2,Olark Chat Conversation,Unemployed,3,2,3,Yes
Lead Add Form,Reference,0,0,0,0,SMS Sent,Unemployed,3,2,3,No
Lead Add Form,Reference,0,0,0,0,SMS Sent,Unemployed,3,2,3,No
API,Olark Chat,0,0,0,0,SMS Sent,Unemployed,3,2,2,No
Landing Page Submission,Organic Search,1,10,1250,10,SMS Sent,Unemployed,3,3,3,Yes
Lead Add Form,Reference,0,0,0,0,SMS Sent,Unemployed,3,2,3,No
Lead Add Form,Reference,0,0,0,0,SMS Sent,Unemployed,3,2,3,No
API,Google,0,2,1570,1,Olark Chat Conversation,Unemployed,3,1,2,No
Landing Page Submission,Direct Traffic,0,2,1266,2,Email Opened,Unemployed,1,2,3,Yes
Landing Page Submission,Direct Traffic,0,3,810,1.5,Others,Unemployed,1,3,3,Yes
Lead Add Form,Reference,0,0,0,0,SMS Sent,Unemployed,3,2,3,No
Lead Add Form,Reference,0,0,0,0,SMS Sent,Unemployed,3,2,3,No
Lead Add Form,Reference,0,0,0,0,Email Opened,Unemployed,3,2,3,No
Landing Page Submission,Direct Traffic,0,2,151,2,SMS Sent,Unemployed,3,2,3,Yes
Landing Page Submission,Google,1,4,1280,2,Email Opened,Working Professional,2,2,2,No
API,Olark Chat,1,0,0,0,SMS Sent,Unemployed,2,2,2,No
Landing Page Submission,Google,1,4,1264,4,Others,Working Professional,5,2,3,No
Landing Page Submission,Google,0,4,229,4,SMS Sent,Unemployed,4,2,2,No
Landing Page Submission,Direct Traffic,1,7,247,1.75,Page Visited on Website,Unemployed,3,3,2,Yes
Landing Page Submission,Google,1,5,1388,5,SMS Sent,Unemployed,5,2,3,No
API,Olark Chat,0,0,0,0,Olark Chat Conversation,Unemployed,1,2,2,No
Landing Page Submission,Google,1,4,2,2,Others,Unemployed,4,2,3,No
API,Google,1,3,1288,3,Email Opened,Unemployed,3,2,3,No
Landing Page Submission,Google,0,2,205,2,SMS Sent,Unemployed,4,2,3,No
API,Organic Search,1,6,147,6,Email Opened,Working Professional,4,2,2,No
Landing Page Submission,Organic Search,1,9,1105,2.25,Email Opened,Working Professional,2,2,3,Yes
Landing Page Submission,Direct Traffic,0,42,1148,3.82,Page Visited on Website,Unemployed,1,2,2,No
Landing Page Submission,Organic Search,0,5,31,5,SMS Sent,Unemployed,3,2,2,Yes
Landing Page Submission,Direct Traffic,1,2,86,2,Email Opened,Unemployed,4,2,3,Yes
Landing Page Submission,Direct Traffic,1,1,125,1,Others,Unemployed,3,2,3,Yes
Landing Page Submission,Direct Traffic,1,1,944,1,Others,Unemployed,3,2,3,Yes
Landing Page Submission,Direct Traffic,0,2,1451,2,Email Opened,Unemployed,1,2,2,Yes
Landing Page Submission,Google,1,3,1381,3,SMS Sent,Unemployed,5,2,3,No
Landing Page Submission,Direct Traffic,0,3,181,3,SMS Sent,Unemployed,4,2,2,Yes
Landing Page Submission,Direct Traffic,1,2,1130,2,Email Opened,Working Professional,2,2,3,Yes
Landing Page Submission,Direct Traffic,1,2,1522,2,SMS Sent,Working Professional,4,2,3,Yes
API,Olark Chat,0,0,0,0,Email Opened,Unemployed,3,2,2,No
Landing Page Submission,Direct Traffic,0,2,383,2,Email Opened,Unemployed,1,2,3,Yes
API,Olark Chat,1,0,0,0,SMS Sent,Unemployed,4,2,2,No
Landing Page Submission,Direct Traffic,0,7,340,2.33,SMS Sent,Unemployed,3,2,3,No
Landing Page Submission,Direct Traffic,0,1,438,1,Others,Unemployed,1,1,3,No
Landing Page Submission,Organic Search,0,5,288,2.5,Email Opened,Unemployed,3,2,3,Yes
API,Olark Chat,0,0,0,0,Olark Chat Conversation,Unemployed,3,2,2,No
Landing Page Submission,Direct Traffic,1,9,767,2.25,SMS Sent,Unemployed,4,2,3,Yes
Landing Page Submission,Direct Traffic,1,3,127,3,SMS Sent,Working Professional,4,2,3,Yes
Landing Page Submission,Direct Traffic,0,2,351,2,Email Opened,Unemployed,1,2,3,Yes
Landing Page Submission,Direct Traffic,1,3,1102,3,Email Opened,Working Professional,2,2,3,Yes
Landing Page Submission,Organic Search,1,4,1544,2,Email Opened,Unemployed,5,2,3,Yes
Landing Page Submission,Direct Traffic,0,2,141,2,Email Opened,Other,1,2,2,Yes
Landing Page Submission,Organic Search,1,8,1757,8,SMS Sent,Working Professional,4,2,2,Yes
Landing Page Submission,Direct Traffic,0,1,508,1,Others,Unemployed,3,2,2,Yes
API,Olark Chat,1,0,0,0,Email Opened,Working Professional,2,2,2,No
API,Google,1,2,780,2,Email Opened,Working Professional,2,2,2,No
API,Google,0,1,102,1,Others,Unemployed,3,1,2,No
Landing Page Submission,Direct Traffic,1,4,281,4,Email Opened,Unemployed,4,2,3,Yes
API,Organic Search,1,2,126,1,Email Opened,Working Professional,4,2,1,No
Landing Page Submission,Direct Traffic,0,5,56,2.5,Page Visited on Website,Unemployed,3,2,2,Yes
API,Olark Chat,1,0,0,0,Email Opened,Unemployed,3,2,2,No
Lead Add Form,Others,1,0,0,0,Email Opened,Unemployed,3,2,2,No
Landing Page Submission,Google,0,4,381,4,Email Opened,Unemployed,3,2,3,No
Landing Page Submission,Direct Traffic,0,6,0,3,Olark Chat Conversation,Unemployed,3,2,3,Yes
API,Google,0,2,498,2,Email Opened,Unemployed,3,1,2,No
Landing Page Submission,Google,1,9,1316,4.5,Email Opened,Working Professional,4,2,3,No
API,Olark Chat,0,0,0,0,Olark Chat Conversation,Unemployed,3,1,2,No
Landing Page Submission,Google,1,6,329,3,Email Opened,Unemployed,4,2,2,No
Landing Page Submission,Google,0,9,78,9,SMS Sent,Unemployed,1,3,3,Yes
Landing Page Submission,Google,1,3,1493,3,SMS Sent,Unemployed,4,2,3,No
API,Google,0,4,26,2,Email Opened,Unemployed,1,2,2,No
API,Google,0,1,200,1,Others,Unemployed,3,2,2,No
API,Olark Chat,1,0,0,0,Email Opened,Unemployed,5,2,2,No
API,Direct Traffic,1,2,1678,2,Others,Working Professional,4,2,2,No
API,Olark Chat,1,0,0,0,Email Opened,Unemployed,3,2,2,No
API,Olark Chat,1,0,0,0,SMS Sent,Unemployed,4,2,2,No
API,Olark Chat,1,0,0,0,Email Opened,Unemployed,3,2,2,No
Landing Page Submission,Direct Traffic,0,1,554,1,Others,Unemployed,3,2,2,Yes
API,Organic Search,0,1,1323,1,Others,Unemployed,3,2,2,No
Landing Page Submission,Direct Traffic,0,9,458,3,SMS Sent,Unemployed,3,2,3,No
Landing Page Submission,Google,0,2,368,2,SMS Sent,Unemployed,3,2,2,No
API,Olark Chat,1,0,0,0,SMS Sent,Unemployed,4,2,2,No
API,Olark Chat,0,0,0,0,SMS Sent,Unemployed,4,2,2,No
Landing Page Submission,Direct Traffic,0,5,31,5,Email Opened,Unemployed,3,2,3,No
Landing Page Submission,Direct Traffic,0,5,947,5,Page Visited on Website,Unemployed,3,2,3,No
Lead Add Form,Reference,1,0,0,0,Email Opened,Working Professional,2,2,2,No
API,Olark Chat,1,0,0,0,SMS Sent,Unemployed,3,3,2,No
Landing Page Submission,Direct Traffic,0,3,118,3,Others,Unemployed,1,2,2,No
Landing Page Submission,Direct Traffic,0,1,533,1,Others,Unemployed,3,3,3,Yes
Landing Page Submission,Organic Search,1,11,1002,3.67,Others,Unemployed,4,2,3,Yes
Landing Page Submission,Direct Traffic,0,2,111,2,SMS Sent,Unemployed,3,2,3,Yes
Landing Page Submission,Google,1,3,520,3,SMS Sent,Unemployed,4,2,2,No
API,Olark Chat,1,0,0,0,SMS Sent,Unemployed,4,2,2,No
Lead Add Form,Others,1,0,0,0,SMS Sent,Unemployed,4,2,3,No
Landing Page Submission,Direct Traffic,1,2,1099,2,Page Visited on Website,Unemployed,2,3,3,Yes
Landing Page Submission,Google,1,4,981,2,Email Opened,Working Professional,5,2,3,No
Landing Page Submission,Direct Traffic,0,1,156,1,Others,Unemployed,1,2,3,Yes
Landing Page Submission,Direct Traffic,0,4,1409,4,Page Visited on Website,Unemployed,1,2,2,Yes
API,Google,0,3,176,3,Email Opened,Unemployed,3,2,2,No
API,Olark Chat,1,0,0,0,SMS Sent,Unemployed,3,2,2,No
API,Olark Chat,1,0,0,0,Email Opened,Unemployed,3,3,2,No
API,Organic Search,1,4,643,4,Email Opened,Unemployed,3,2,2,No
API,Organic Search,1,5,772,2.5,SMS Sent,Unemployed,3,2,2,No
Landing Page Submission,Organic Search,0,5,953,2.5,Email Opened,Unemployed,1,2,3,Yes
Landing Page Submission,Google,0,6,1353,6,Email Opened,Working Professional,2,2,3,No
Landing Page Submission,Google,0,8,87,2,Email Opened,Unemployed,3,2,3,No
API,Organic Search,1,4,1315,4,SMS Sent,Unemployed,3,2,2,No
Landing Page Submission,Google,1,3,596,3,Email Opened,Working Professional,4,2,3,No
Landing Page Submission,Direct Traffic,0,3,159,3,Email Opened,Unemployed,3,1,2,Yes
API,Olark Chat,1,0,0,0,Email Opened,Unemployed,4,2,2,No
Landing Page Submission,Organic Search,0,5,208,5,SMS Sent,Unemployed,4,2,2,Yes
Landing Page Submission,Direct Traffic,0,9,390,1.5,Email Opened,Unemployed,3,2,2,Yes
Landing Page Submission,Organic Search,0,3,278,3,Others,Unemployed,1,2,3,Yes
Landing Page Submission,Direct Traffic,0,3,342,3,Page Visited on Website,Other,3,1,3,Yes
Landing Page Submission,Direct Traffic,0,2,1234,2,SMS Sent,Unemployed,3,2,3,No
Landing Page Submission,Direct Traffic,1,3,541,3,Email Opened,Working Professional,2,2,3,Yes
Landing Page Submission,Direct Traffic,0,3,1487,3,SMS Sent,Unemployed,3,2,2,Yes
Landing Page Submission,Direct Traffic,0,4,334,2,Email Opened,Other,1,3,3,Yes
Landing Page Submission,Organic Search,0,8,129,8,SMS Sent,Unemployed,2,1,2,No
Landing Page Submission,Direct Traffic,0,3,154,3,Others,Unemployed,3,2,3,Yes
Landing Page Submission,Direct Traffic,0,2,186,2,Email Opened,Unemployed,1,2,2,Yes
Landing Page Submission,Direct Traffic,0,2,283,2,Others,Unemployed,1,2,3,Yes
API,Olark Chat,1,0,0,0,SMS Sent,Unemployed,3,2,2,No
Landing Page Submission,Direct Traffic,1,2,766,2,Others,Working Professional,4,2,2,Yes
Landing Page Submission,Direct Traffic,0,9,87,1.8,Email Opened,Unemployed,3,3,3,Yes
Landing Page Submission,Direct Traffic,0,5,104,2.5,Email Opened,Unemployed,3,2,3,Yes
Landing Page Submission,Direct Traffic,1,4,1449,4,SMS Sent,Unemployed,3,2,3,Yes
API,Google,0,4,65,4,Others,Unemployed,3,2,2,No
Landing Page Submission,Organic Search,0,10,408,3.33,Page Visited on Website,Unemployed,3,1,3,Yes
Landing Page Submission,Direct Traffic,0,3,154,1.5,Email Opened,Unemployed,3,2,3,Yes
Landing Page Submission,Direct Traffic,0,10,793,10,Email Opened,Unemployed,3,2,2,Yes
API,Google,0,3,1395,1.5,Email Opened,Unemployed,3,2,2,No
API,Olark Chat,1,0,0,0,SMS Sent,Unemployed,5,2,3,No
Landing Page Submission,Organic Search,0,8,216,4,SMS Sent,Unemployed,4,2,3,No
Landing Page Submission,Direct Traffic,0,1,127,1,Others,Unemployed,2,2,3,Yes
API,Google,1,9,38,1.8,Olark Chat Conversation,Unemployed,5,2,2,No
Landing Page Submission,Direct Traffic,1,3,82,3,SMS Sent,Unemployed,5,2,3,Yes
Landing Page Submission,Google,0,4,2226,2,SMS Sent,Unemployed,3,2,3,No
Landing Page Submission,Google,1,4,1284,4,Others,Unemployed,4,2,3,No
API,Olark Chat,0,0,0,0,SMS Sent,Working Professional,4,2,2,No
Landing Page Submission,Google,1,5,1154,5,SMS Sent,Unemployed,4,2,3,No
Landing Page Submission,Direct Traffic,0,11,1858,5.5,Email Opened,Unemployed,4,1,2,Yes
API,Google,1,3,14,1,Email Opened,Unemployed,5,2,2,No
API,Organic Search,0,3,130,3,Email Opened,Unemployed,3,1,2,No
API,Google,1,2,1412,2,Email Opened,Unemployed,4,2,2,No
Lead Add Form,Others,1,0,0,0,SMS Sent,Unemployed,3,2,2,No
Landing Page Submission,Direct Traffic,1,2,254,2,Email Opened,Working Professional,3,2,2,No
Landing Page Submission,Direct Traffic,0,2,152,2,Others,Unemployed,3,1,2,No
Landing Page Submission,Organic Search,1,16,1297,1.78,Email Opened,Unemployed,3,3,3,No
API,Google,1,2,1157,2,SMS Sent,Unemployed,4,2,2,No
Landing Page Submission,Direct Traffic,1,2,1556,2,Email Opened,Unemployed,4,2,3,Yes
API,Organic Search,1,5,1445,2.5,SMS Sent,Unemployed,3,2,2,No
Lead Add Form,Others,1,0,0,0,SMS Sent,Unemployed,5,2,2,No
Landing Page Submission,Organic Search,1,5,1531,5,SMS Sent,Unemployed,3,2,3,Yes
Landing Page Submission,Google,1,4,605,2,SMS Sent,Working Professional,4,2,2,No
Landing Page Submission,Organic Search,0,6,311,6,Others,Unemployed,3,2,3,Yes
Landing Page Submission,Direct Traffic,0,2,1414,2,SMS Sent,Unemployed,3,2,3,No
Landing Page Submission,Direct Traffic,1,2,849,2,Email Opened,Unemployed,1,2,3,Yes
API,Google,0,1,94,1,Others,Unemployed,3,2,2,No
API,Olark Chat,1,0,0,0,SMS Sent,Unemployed,4,2,2,No
API,Google,0,4,303,4,Olark Chat Conversation,Unemployed,4,1,2,No
Lead Add Form,Others,1,0,0,0,SMS Sent,Unemployed,3,2,2,No
Landing Page Submission,Organic Search,0,6,192,6,SMS Sent,Unemployed,3,2,2,Yes
Landing Page Submission,Google,1,2,1705,2,Others,Unemployed,3,2,3,No
Landing Page Submission,Direct Traffic,0,3,1318,3,SMS Sent,Unemployed,3,2,2,Yes
Landing Page Submission,Google,1,6,1079,6,Email Opened,Unemployed,4,2,3,Yes
Landing Page Submission,Direct Traffic,0,5,12,5,Email Opened,Unemployed,3,2,3,Yes
Landing Page Submission,Direct Traffic,0,4,289,4,Email Opened,Unemployed,1,2,3,Yes
API,Olark Chat,1,0,0,0,SMS Sent,Unemployed,4,2,2,No
API,Olark Chat,0,0,0,0,Olark Chat Conversation,Unemployed,3,2,2,No
API,Olark Chat,1,0,0,0,Email Opened,Unemployed,4,2,2,No
Landing Page Submission,Direct Traffic,1,2,1486,2,Email Opened,Unemployed,4,2,3,Yes
Landing Page Submission,Organic Search,0,17,96,5.67,SMS Sent,Unemployed,4,2,2,Yes
Landing Page Submission,Direct Traffic,0,3,127,1.5,Email Opened,Other,1,2,3,Yes
API,Olark Chat,0,0,0,0,Email Opened,Unemployed,3,2,2,No
Landing Page Submission,Google,1,3,770,3,SMS Sent,Working Professional,5,2,2,No
API,Olark Chat,0,0,0,0,Olark Chat Conversation,Unemployed,3,2,2,No
Landing Page Submission,Direct Traffic,0,5,392,5,Email Opened,Unemployed,3,2,3,Yes
Landing Page Submission,Google,0,3,184,3,Email Opened,Unemployed,3,2,3,No
API,Google,0,3,108,3,Others,Unemployed,3,1,2,No
Landing Page Submission,Google,0,5,396,1.67,Email Opened,Unemployed,3,1,3,No
API,Google,1,2,189,2,SMS Sent,Unemployed,3,2,2,No
API,Olark Chat,1,0,0,0,SMS Sent,Working Professional,4,3,2,No
Landing Page Submission,Direct Traffic,0,2,353,2,Email Opened,Unemployed,3,2,3,Yes
API,Direct Traffic,0,5,1156,1.25,Olark Chat Conversation,Unemployed,3,2,2,No
Landing Page Submission,Direct Traffic,1,8,936,8,Email Opened,Unemployed,5,2,3,Yes
API,Google,0,2,1580,2,SMS Sent,Unemployed,3,2,2,No
Landing Page Submission,Organic Search,0,5,107,5,SMS Sent,Unemployed,4,2,3,No
Landing Page Submission,Direct Traffic,0,2,185,2,Others,Unemployed,3,2,3,Yes
Landing Page Submission,Direct Traffic,0,2,131,2,SMS Sent,Unemployed,1,2,2,Yes
Landing Page Submission,Direct Traffic,0,2,145,2,SMS Sent,Unemployed,3,2,2,Yes
Landing Page Submission,Organic Search,1,9,1005,9,Email Opened,Unemployed,4,2,3,No
Landing Page Submission,Google,0,3,1218,3,Others,Working Professional,5,2,3,No
API,Olark Chat,1,0,0,0,Email Opened,Working Professional,4,2,2,No
API,Olark Chat,0,0,0,0,SMS Sent,Unemployed,3,2,2,No
Landing Page Submission,Google,0,3,278,3,Email Opened,Unemployed,1,2,3,No
Landing Page Submission,Direct Traffic,0,6,169,6,SMS Sent,Unemployed,3,2,2,No
